PO_NO,PL_NO,DLVRY_START_DT,DLVRY_END_DT,DLVRY_QTY,DROP_FLAG,EXTND_DP,RNOTE_QTY,IMMS_PO_SR
T1810021,30310507,18-04-18,31-07-18,300,N,31-07-18,0,
T1810022,33500400,20-04-18,31-08-18,100,N,31-08-18,0,
T1810023,31320107,20-04-18,15-05-18,4800,N,16-05-18,0,
T1810023,31320119,20-04-18,15-05-18,3200,N,16-05-18,0,
T1810024,30020724,24-04-18,31-05-18,300,N,31-05-18,0,
T1810025,30020724,24-04-18,23-05-18,300,N,23-05-18,0,
T1810026,31990101,28-04-18,29-06-18,350,N,29-06-18,0,
T1810027,30050054,10-05-18,07-07-18,3000,N,07-07-18,0,
T1810028,33503989,15-05-18,31-07-18,66,N,31-07-18,0,
T1810028,33503989,01-08-18,31-10-18,66,N,31-10-18,0,
T1810028,33503989,01-11-18,31-01-19,65,N,31-01-19,0,
T1810029,33503989,15-05-18,31-07-18,44,N,31-07-18,0,
T1810029,33503989,01-08-18,31-10-18,44,N,31-10-18,0,
T1810029,33503989,01-11-18,31-01-19,43,N,31-01-19,0,
T1810030,33502191,04-05-18,30-06-18,383,N,30-06-18,0,
T1810030,33502191,02-07-18,31-08-18,115,N,31-08-18,0,
T1810031,31990101,08-05-18,30-06-18,20,Y,30-06-18,0,1
T1810032,31320569,30-05-18,30-06-18,1560,N,30-06-18,0,
T1810033,33500083,21-05-18,30-11-18,110,Y,30-11-18,0,1
T1810033,33500174,21-05-18,30-11-18,100,Y,30-11-18,0,2
T1810033,33500265,21-05-18,30-11-18,24,Y,30-11-18,0,3
T1810034,33503989,21-05-18,30-11-18,6,Y,30-11-18,0,1
T1810035,33500241,23-05-18,30-11-18,695,N,31-12-19,0,1
T1810036,33500241,23-05-18,30-11-18,374,N,30-11-18,0,
T1810037,30050042,01-06-18,31-07-18,1320,N,06-11-18,0,
T1810038,33502204,29-05-18,14-07-18,55,N,14-07-18,0,
T1810038,33502215,29-05-18,14-07-18,55,N,14-07-18,0,
T1810039,33503837,05-06-18,31-10-18,684,N,30-03-19,0,
T1810039,33503837,01-02-19,30-03-19,684,N,30-03-19,0,
T1810039,33503849,05-06-18,31-10-18,684,N,30-03-19,0,
T1810039,33503849,01-02-19,30-03-19,684,N,30-03-19,0,
T1810040,31057512,15-06-18,16-08-18,800,N,16-08-18,0,
T1810041,33500083,05-06-18,30-11-18,80,Y,30-11-18,0,1
T1810041,33500174,05-06-18,30-11-18,80,Y,30-11-18,0,2
T1810042,33500356,07-06-18,30-11-18,609,N,28-02-21,0,1
T1810042,33500368,07-06-18,30-11-18,80,N,28-02-21,0,2
T1810042,33500666,01-03-19,30-04-19,286,N,28-02-21,0,3
T1810042,33500678,01-03-19,30-04-19,279,N,28-02-21,0,4
T1810042,33503035,07-06-18,30-11-18,30,N,28-02-20,0,5
T1810043,33503539,13-06-18,20-08-18,50,N,29-09-18,0,
T1810044,31320650,25-06-18,31-08-18,2000,N,31-08-18,0,
T1810045,33500022,04-07-18,10-10-18,1937,N,30-11-18,0,
T1810046,35067093,25-06-18,31-08-18,240,N,29-09-18,0,
T1810047,33503760,02-07-18,31-12-18,36,N,31-12-18,0,
T1810048,33500010,18-06-18,30-03-19,190,N,31-10-19,0,1
T1810048,33500022,18-06-18,30-03-19,143,N,31-10-19,0,2
T1810048,33500034,18-06-18,30-03-19,44,N,31-10-19,0,3
T1810048,33500046,18-06-18,30-03-19,75,N,31-10-19,0,4
T1810048,33500060,18-06-18,30-03-19,157,N,31-10-19,0,5
T1810048,33503801,18-06-18,30-03-19,157,Y,30-03-19,0,6
T1810048,33503813,18-06-18,30-03-19,105,Y,30-03-19,0,7
T1810049,33500599,18-06-18,10-11-18,150,Y,10-11-18,0,1
T1810050,33500060,19-06-18,15-03-19,200,Y,30-11-19,0,1
T1810050,33503801,19-06-18,15-03-19,100,Y,15-03-19,0,2
T1810050,33503813,19-06-18,15-03-19,200,Y,15-03-19,0,3
T1810051,33503801,19-06-18,15-03-19,100,Y,15-03-19,0,1
T1810051,33503813,19-06-18,15-03-19,200,Y,15-03-19,0,2
T1810052,33500551,20-06-18,29-12-18,1784,N,01-08-19,0,
T1810053,33500551,20-06-18,24-12-18,153,Y,24-12-18,0,1
T1810054,33500551,20-06-18,24-12-18,82,Y,30-09-19,0,1
T1810055,33502191,20-06-18,31-08-18,392,N,30-11-18,0,
T1810055,33502191,01-03-19,30-04-19,816,N,30-04-19,0,
T1810056,33502191,01-03-19,30-04-19,302,N,30-04-19,0,
T1810057,33501518,01-08-18,31-08-18,1600,N,09-09-19,0,
T1810058,31320016,03-07-18,31-08-18,5100,N,31-08-18,0,
T1810058,31320041,03-07-18,31-08-18,8500,N,31-08-18,0,
T1810058,31320065,03-07-18,31-08-18,2550,N,31-08-18,0,
T1810058,31320089,03-07-18,03-08-18,2200,N,03-08-18,0,
T1810058,31320090,03-07-18,31-08-18,850,N,31-08-18,0,
T1810058,31320107,03-07-18,31-08-18,2350,N,31-08-18,0,
T1810058,31320119,03-07-18,31-08-18,1550,N,31-08-18,0,
T1810059,35067019,01-08-18,31-10-18,250,N,25-02-19,0,
T1810060,33500356,22-06-18,31-01-19,835,N,31-12-19,0,2
T1810060,33500356,01-02-19,06-02-19,834,N,06-02-19,0,1
T1810060,33503035,22-06-18,31-01-19,1164,N,31-12-19,0,3
T1810060,33503035,01-02-19,12-03-19,1163,N,12-03-19,0,4
T1810061,33500022,01-08-18,10-10-18,1275,N,30-11-18,0,
T1810062,33504088,10-07-18,10-09-18,15,N,29-09-18,0,
T1810063,33504088,10-07-18,10-09-18,15,N,29-09-18,0,
T1810064,31010088,24-12-18,31-03-19,570,N,31-03-19,0,
T1810064,31010088,02-07-18,31-08-18,960,N,30-03-19,0,
T1810064,31010088,01-09-18,30-11-18,960,N,30-03-19,0,
T1810064,31017010,24-12-18,31-03-19,490,N,24-07-19,0,
T1810064,31017010,02-07-18,31-08-18,320,N,30-03-19,0,
T1810064,31017010,01-09-18,30-11-18,320,N,31-05-19,0,
T1810065,30984348,02-07-18,31-08-18,45,N,31-08-18,0,
T1810065,30984348,01-09-18,31-10-18,45,N,31-10-18,0,
T1810065,30984348,01-11-18,31-12-18,50,N,31-12-18,0,
T1810065,30984348,01-11-18,31-01-19,42,N,31-01-19,0,
T1810065,35327017,01-10-18,31-12-18,14,N,31-12-18,0,
T1810065,35327017,02-07-18,31-08-18,23,N,31-08-18,0,
T1810065,35327017,21-08-18,31-10-18,23,N,31-10-18,0,
T1810066,33503527,28-06-18,31-01-19,19,N,25-10-20,0,1
T1810067,30986096,20-06-18,29-09-18,14,N,29-09-18,0,
T1810068,33509440,28-06-18,31-07-18,1140,N,31-07-18,0,
T1810068,33509440,01-08-18,31-08-18,1140,N,31-08-18,0,
T1810069,33502204,29-06-18,30-11-18,61,N,20-04-19,0,
T1810069,33502215,29-06-18,18-08-18,61,N,18-08-18,0,
T1810070,33502204,29-06-18,18-08-18,41,N,18-08-18,0,
T1810070,33502215,29-06-18,18-08-18,41,N,18-08-18,0,
T1810071,30317022,02-07-18,31-08-18,5000,N,15-10-18,0,
T1810072,31310035,02-07-18,31-08-18,2120,N,31-08-18,0,
T1810073,31067013,10-07-18,29-09-18,450,N,13-11-18,0,
T1810073,31067025,10-07-18,29-09-18,450,N,29-09-18,0,
T1810074,33500370,02-07-18,31-08-18,80,N,31-08-18,0,
T1810075,35067044,20-07-18,20-09-18,190,N,31-10-18,0,
T1810076,33509440,04-07-18,31-08-18,1520,N,31-08-18,0,
T1810077,31320028,05-07-18,05-09-18,183,N,05-09-18,0,
T1810078,31990034,20-07-18,20-03-19,800,N,20-03-19,0,
T1810079,35317036,20-07-18,10-09-18,1700,N,20-09-18,0,
T1810080,30320150,09-07-18,16-08-18,1980,N,29-09-18,0,
T1810081,30037542,10-07-18,15-01-19,340,N,15-01-19,0,
T1810082,30037542,10-07-18,30-11-18,1700,N,30-11-18,0,
T1810083,31320028,06-07-18,20-09-18,287,N,20-09-18,0,
T1810084,30018195,10-07-18,15-09-18,2900,N,15-09-18,0,
T1810084,30057085,10-07-18,15-09-18,5700,N,15-09-18,0,
T1810084,30983472,10-07-18,15-09-18,8400,N,15-09-18,0,
T1810084,36985648,10-07-18,15-09-18,15000,N,15-09-18,0,
T1810085,31057160,01-08-18,30-10-18,1830,N,31-12-18,0,
T1810086,31030038,20-07-18,28-09-18,500,N,30-09-19,0,
T1810087,30070399,13-07-18,31-08-18,7602,N,31-08-18,0,
T1810088,31327035,16-07-18,30-08-18,1045,N,30-08-18,0,
T1810089,31010350,13-07-18,31-08-18,1550,N,15-01-19,0,
T1810090,30011190,16-07-18,22-09-18,10100,N,22-09-18,0,
T1810091,31038311,10-07-18,15-01-19,13,Y,15-01-19,0,1
T1810092,31038311,10-07-18,15-10-18,319,N,15-10-18,0,
T1810093,30985912,20-07-18,20-10-18,8,N,20-10-18,0,
T1810094,31047129,11-07-18,29-09-18,80,N,29-09-18,0,
T1810094,31047129,12-12-18,31-01-19,78,N,31-01-19,0,
T1810094,31047129,01-04-19,31-05-19,78,N,31-05-19,0,
T1810095,31047129,11-07-18,29-09-18,54,N,29-09-18,0,
T1810095,31047129,01-02-19,21-03-19,52,N,21-03-19,0,
T1810095,31047129,01-03-19,31-05-19,52,N,31-05-19,0,
T1810096,31010301,11-07-18,11-09-18,810,N,11-09-18,0,
T1810096,31010301,12-09-18,15-10-18,810,N,15-10-18,0,
T1810097,31310072,20-07-18,20-09-18,3320,Y,20-09-18,0,
T1810098,30027112,16-07-18,17-09-18,3700,N,17-09-18,0,
T1810098,30067029,16-07-18,17-09-18,2400,N,17-09-18,0,
T1810098,30070442,16-07-18,17-09-18,11000,N,17-09-18,0,
T1810099,31320569,16-07-18,25-09-18,570,N,25-09-18,0,
T1810099,31320569,01-02-19,21-03-19,768,N,21-03-19,0,
T1810100,31327023,16-07-18,25-09-18,298,N,31-12-18,0,
T1810100,31327023,01-02-19,21-03-19,408,N,09-05-19,0,
T1810101,30310453,01-08-18,29-09-18,6300,N,29-09-18,0,
T1810102,30984828,16-07-18,20-09-18,800,N,30-11-18,0,
T1810102,30984828,01-02-19,30-03-19,800,N,30-03-19,0,
T1810103,31310072,20-07-18,20-12-18,4980,N,20-12-18,0,
T1810104,33501555,25-07-18,31-10-18,2100,N,31-08-19,0,
T1810105,30060424,01-02-19,30-03-19,350,N,06-12-19,0,1
T1810105,30060424,25-07-18,29-09-18,350,N,15-10-19,0,2
T1810106,35327042,25-07-18,10-10-18,1600,N,28-02-19,0,
T1810107,31020100,25-07-18,25-09-18,850,N,20-11-18,0,
T1810108,30010457,20-07-18,31-10-18,2110,N,31-10-18,0,
T1810108,30010858,20-07-18,31-10-18,4100,N,31-10-18,0,
T1810109,30011085,18-07-18,30-08-18,7000,N,20-09-18,0,
T1810110,30357020,25-07-18,20-09-18,5800,N,20-09-18,0,
T1810111,36989174,25-07-18,29-09-18,27000,N,29-09-18,0,
T1810111,36989186,25-07-18,29-09-18,2900,N,29-09-18,0,
T1810112,31327096,25-07-18,25-09-18,1266,N,28-02-19,0,
T1810112,35327080,25-07-18,15-06-19,3137,Y,15-06-19,0,
T1810114,31320557,20-07-18,29-09-18,400,N,28-02-19,0,
T1810114,31320557,01-01-19,28-02-19,400,N,28-02-19,0,
T1810114,31327126,20-07-18,29-09-18,784,N,31-01-19,0,
T1810114,31327126,01-01-19,28-02-19,784,N,28-02-19,0,
T1810115,30310507,20-07-18,29-09-18,1800,N,29-07-19,0,
T1810115,30310507,01-02-19,21-03-19,2862,N,21-03-19,0,
T1810116,30011231,01-04-19,31-05-19,2120,N,31-05-19,,
T1810116,31017034,20-07-18,15-09-18,857,N,15-09-18,0,
T1810116,31017034,01-02-19,28-02-19,1263,N,28-02-19,0,
T1810117,30050042,23-07-18,22-10-18,1186,N,18-03-19,0,
T1810117,30050042,01-02-19,21-03-19,1945,N,17-05-19,0,
T1810118,30020591,20-07-18,19-01-19,13300,N,19-01-19,0,
T1810119,31327072,20-07-18,31-08-18,2304,N,17-11-18,0,
T1810119,31327072,01-02-19,30-04-19,2304,N,30-04-19,0,
T1810120,30051137,04-08-18,29-09-18,654,N,29-09-18,0,
T1810121,35057040,01-01-19,28-02-19,233,Y,28-02-19,0,
T1810122,33500540,01-02-19,20-03-19,1820,N,20-03-19,0,
T1810123,30922604,25-07-18,25-09-18,5300,N,21-01-19,0,
T1810124,31020136,30-07-18,29-09-18,3000,Y,30-04-19,0,
T1810125,30060230,25-07-18,31-08-18,459,N,31-08-18,0,
T1810126,30060230,25-07-18,31-08-18,459,N,31-08-18,0,
T1810127,31217059,23-07-18,25-09-18,286,N,25-09-18,0,
T1810127,31217059,01-02-19,30-03-19,286,N,30-03-19,0,
T1810127,31327217,23-07-18,25-09-18,1177,N,08-12-18,0,
T1810127,31327217,01-02-19,30-03-19,1177,N,30-03-19,0,
T1810128,31320028,23-07-18,08-09-18,533,N,08-09-18,0,
T1810129,31320028,23-07-18,31-12-18,41,Y,31-12-18,0,1
T1810130,30000051,01-04-19,15-05-19,34,N,08-07-19,0,
T1810130,30000051,26-07-18,31-10-18,156,N,15-01-19,0,
T1810130,30000051,01-02-19,21-03-19,192,N,21-03-19,0,
T1810131,30060503,02-08-18,25-10-18,550,N,31-12-18,0,
T1810132,30922227,01-10-18,28-12-18,819,N,15-04-19,0,
T1810132,31327084,01-10-18,28-12-18,900,N,15-04-19,0,
T1810133,31320545,23-07-18,20-09-18,1468,N,20-09-18,0,
T1810134,31320533,01-02-19,20-03-19,961,Y,20-03-19,0,
T1810134,31320594,01-02-19,20-03-19,784,Y,20-03-19,0,
T1810135,31310072,30-07-18,31-08-18,3500,N,31-08-18,0,
T1810136,35027034,30-07-18,30-10-18,700,N,15-12-18,0,
T1810137,30320019,30-07-18,29-09-18,2000,N,29-09-18,0,
T1810138,31320351,30-07-18,31-10-18,300,N,31-10-18,0,
T1810139,33501520,01-02-19,28-02-19,2500,N,15-05-19,0,
T1810140,33509414,01-03-19,30-04-19,3156,N,30-04-19,0,
T1810140,33509414,01-05-19,31-07-19,3156,N,31-07-19,0,
T1810141,31010301,30-07-18,29-09-18,850,N,29-09-18,0,
T1810142,30986448,01-08-18,31-10-18,179,Y,31-10-18,0,1
T1810143,30986448,01-08-18,31-10-18,77,Y,15-10-19,0,1
T1810144,73980213,01-08-18,29-09-18,12750,N,29-09-18,0,
T1810144,73980213,01-02-19,21-03-19,4250,N,21-03-19,0,
T1810145,33500320,01-08-18,27-09-18,4308,N,25-10-18,0,
T1810145,33509806,01-08-18,27-09-18,4144,N,25-10-18,0,
T1810146,31037094,01-08-18,31-08-18,2100,N,28-02-19,0,
T1810147,31037124,20-08-18,20-10-18,540,N,25-03-19,0,
T1810148,31037112,20-08-18,20-10-18,600,N,10-12-18,0,
T1810148,31037124,20-08-18,20-10-18,360,N,30-03-19,0,
T1810149,30060059,01-08-18,01-01-19,12,Y,01-01-19,0,1
T1810150,30050054,31-07-18,29-09-18,1250,N,31-05-19,0,
T1810150,30050054,01-02-19,30-03-19,1250,N,20-06-19,0,
T1810150,30050066,31-07-18,29-09-18,400,N,29-09-18,0,
T1810150,30050066,01-02-19,30-03-19,400,N,30-03-19,0,
T1810150,31320430,31-07-18,29-09-18,584,N,29-09-18,0,
T1810150,31320430,01-02-19,30-03-19,583,N,30-03-19,0,
T1810151,30020670,01-08-18,30-11-18,2100,N,20-02-19,0,
T1810151,31020150,01-08-18,30-11-18,1000,N,20-02-19,0,
T1810152,31037082,01-02-19,30-03-19,2240,N,30-03-19,0,
T1810153,30320150,01-08-18,15-09-18,300,N,15-09-18,0,
T1810154,30320150,01-08-18,15-09-18,300,N,15-09-18,0,
T1810155,30011255,01-10-18,30-11-18,7000,N,30-11-18,0,
T1810156,30310325,06-08-18,20-09-18,3000,N,28-02-19,0,
T1810157,30011231,10-08-18,10-10-18,4870,N,10-10-18,0,
T1810158,33504106,08-10-18,08-12-18,350,Y,08-12-18,0,
T1810158,33504106,01-02-19,21-03-19,300,Y,21-03-19,0,
T1810159,33500514,15-01-19,28-02-19,450,N,31-07-20,0,1
T1810160,30007010,18-08-18,20-10-18,3600,N,20-10-18,0,
T1810160,30020967,18-08-18,20-10-18,3600,N,20-10-18,0,
T1810161,33509414,01-03-19,30-04-19,2104,N,30-04-19,0,
T1810161,33509414,01-05-19,31-07-19,2104,N,31-07-19,0,
T1810162,33500484,03-08-18,20-09-18,3600,N,15-05-19,0,
T1810163,33500484,06-08-18,20-09-18,2400,N,15-10-18,0,
T1810163,33500484,16-10-18,30-11-18,720,N,30-11-18,0,
T1810164,31327035,04-08-18,10-10-18,600,N,15-01-19,0,
T1810165,31327035,06-08-18,20-10-18,300,N,20-10-18,0,
T1810165,31327035,01-02-19,30-03-19,300,N,30-03-19,0,
T1810166,31030040,20-08-18,30-04-19,1660,N,15-12-19,0,1
T1810167,31100027,04-09-18,30-03-19,1750,N,30-03-19,0,
T1810168,33500484,16-08-18,31-10-18,300,Y,31-10-18,0,1
T1810169,31037100,01-01-19,21-03-19,477,N,21-03-19,0,
T1810169,31037100,10-08-18,10-10-18,268,N,10-10-18,0,
T1810170,31310000,01-02-19,30-03-19,3100,N,10-04-19,0,
T1810170,31310000,08-08-18,29-09-18,3100,N,03-10-18,0,
T1810171,30324361,01-02-19,29-06-19,7550,N,29-06-19,0,
T1810171,30327090,01-02-19,29-06-19,206,N,29-06-19,0,
T1810172,30011127,20-08-18,20-10-18,5000,N,20-10-18,0,
T1810173,35017030,13-08-18,29-09-18,3870,N,15-10-18,0,
T1810173,35017030,01-02-19,21-03-19,3430,N,18-04-19,0,
T1810174,35067070,01-09-18,31-10-18,70,N,31-10-18,0,
T1810174,35067070,01-02-19,21-03-19,130,N,21-03-19,0,
T1810175,35067081,01-02-19,21-03-19,140,N,21-03-19,0,
T1810175,35067081,01-09-18,31-10-18,60,N,31-10-18,0,
T1810176,33500654,01-05-19,31-07-19,2432,N,29-02-20,0,1
T1810176,33500654,01-02-19,30-04-19,2433,N,25-11-19,0,2
T1810177,30327179,01-02-19,28-02-19,2029,N,28-02-19,0,
T1810177,30327179,20-08-18,10-10-18,2029,N,31-10-18,0,
T1810178,33500551,14-08-18,15-02-19,121,Y,15-02-19,0,1
T1810179,30327179,09-08-18,17-11-18,2706,N,17-11-18,0,
T1810180,31320466,01-02-19,21-03-19,4473,N,15-11-19,0,1
T1810180,31320466,23-08-18,20-10-18,2840,N,10-01-19,0,2
T1810181,33500344,01-02-19,22-03-19,3296,N,22-03-19,0,
T1810181,33500344,01-04-19,29-06-19,3295,N,31-08-19,0,
T1810182,31320466,23-08-18,28-02-19,512,Y,28-02-19,0,1
T1810183,31320466,23-08-18,28-02-19,950,Y,28-02-19,0,1
T1810184,33500344,01-02-19,21-03-19,2197,N,21-03-19,0,
T1810184,33500344,01-04-19,29-06-19,2197,N,29-06-19,0,
T1810185,30010688,04-02-19,30-03-19,4670,N,30-03-19,0,
T1810186,33501506,02-01-19,20-03-19,900,N,31-05-19,0,
T1810187,31320582,25-08-18,25-10-18,2150,N,21-10-19,0,
T1810188,30117148,17-09-18,16-11-18,7,N,16-11-18,0,
T1810189,30320150,24-08-18,31-10-18,2865,N,31-10-18,0,
T1810189,30320150,01-04-19,20-05-19,1795,N,20-05-19,0,
T1810190,30320150,24-08-18,31-10-18,1910,N,31-10-18,0,
T1810190,30320150,01-04-19,20-05-19,1196,N,31-10-19,0,
T1810190,30320150,11-09-19,31-10-19,888,N,31-10-19,0,
T1810191,30310556,01-01-19,30-03-19,6020,N,30-03-19,0,
T1810192,33501464,01-02-19,30-04-19,2559,N,29-06-19,0,
T1810193,33500332,01-05-19,31-07-19,1246,N,31-07-19,0,
T1810194,33503758,01-02-19,21-03-19,6430,N,31-07-19,0,
T1810194,33503758,01-04-19,29-06-19,6430,N,30-09-19,0,
T1810195,31320338,01-02-19,21-03-19,184,N,27-06-19,0,
T1810195,31320340,23-08-18,15-10-18,152,N,31-12-18,0,
T1810195,31320340,01-02-19,21-03-19,191,N,18-04-19,0,
T1810196,31320338,10-08-18,28-02-19,52,N,30-09-19,0,
T1810197,31320338,23-08-18,10-10-18,151,N,11-02-19,0,
T1810197,31320338,01-02-19,21-03-19,192,N,15-06-19,0,
T1810198,31320340,01-02-19,21-03-19,185,N,16-08-19,0,
T1810199,30320161,23-08-18,25-10-18,2800,N,20-02-19,0,
T1810199,30320161,01-02-19,20-03-19,7500,N,20-03-19,0,
T1810199,30320227,23-08-18,25-10-18,2400,N,15-02-19,0,
T1810199,30320227,01-02-19,20-03-19,9500,N,20-03-19,0,
T1810200,30320100,23-08-18,25-10-18,1000,N,25-10-18,0,
T1810200,30320100,01-02-19,20-03-19,1900,N,20-03-19,0,
T1810200,30320173,23-08-18,25-10-18,3800,N,25-10-18,0,
T1810200,30320173,01-02-19,20-03-19,5760,N,20-03-19,0,
T1810200,30320185,23-08-18,25-10-18,5200,N,25-10-18,0,
T1810200,30320185,01-02-19,20-03-19,7420,N,20-03-19,0,
T1810200,30320197,23-08-18,25-10-18,1400,N,25-10-18,0,
T1810200,30320197,01-02-19,20-03-19,1900,N,20-03-19,0,
T1810200,30320239,23-08-18,25-10-18,2500,N,25-10-18,0,
T1810200,30320239,01-02-19,20-03-19,15200,N,20-03-19,0,
T1810201,31320028,23-08-18,14-11-18,329,N,14-11-18,0,1
T1810201,31320028,01-06-19,30-09-19,328,N,30-09-19,0,2
T1810201,31320028,01-03-19,31-05-19,328,N,31-05-19,0,3
T1810201,31320028,15-02-19,20-03-19,328,N,20-03-19,0,4
T1810201,31320028,30-11-19,30-11-19,275,N,30-11-19,0,5
T1810202,31320028,23-08-18,10-10-18,183,N,15-12-18,0,1
T1810202,31320028,01-06-19,30-09-19,182,N,20-01-20,0,2
T1810202,31320028,01-03-19,31-05-19,182,N,31-05-19,0,3
T1810202,31320028,11-10-18,31-12-18,182,N,28-02-19,0,4
T1810202,31320028,30-11-19,30-11-19,152,N,30-11-19,0,5
T1810203,31320028,23-08-18,10-11-18,219,N,10-11-18,0,1
T1810203,31320028,01-06-19,30-09-19,218,N,30-09-19,0,2
T1810203,31320028,01-03-19,31-05-19,219,N,31-05-19,0,3
T1810203,31320028,12-11-18,31-12-18,219,N,31-12-18,0,4
T1810203,31320028,30-11-19,30-11-19,183,N,30-11-19,0,5
T1810204,31100016,23-08-18,20-11-18,1450,N,20-11-18,0,
T1810205,31327138,10-09-18,10-11-18,360,N,10-11-18,0,
T1810206,30077011,01-09-18,20-10-18,755,N,30-03-19,0,
T1810206,30077011,01-03-19,30-04-19,409,N,30-04-19,0,
T1810207,33500101,28-08-18,26-11-18,1698,Y,26-11-18,0,
T1810208,30988329,31-08-18,31-10-18,46,N,30-03-19,0,
T1810209,30010913,01-09-18,28-02-19,560,N,30-04-19,0,1
T1810210,30010913,10-09-18,15-11-18,1770,N,15-11-18,0,
T1810210,30010913,01-04-19,30-05-19,1590,N,30-05-19,0,
T1810211,30010913,01-04-19,30-04-19,1060,N,08-07-19,0,1
T1810211,30010913,10-09-18,15-11-18,1180,N,15-11-18,0,2
T1810212,35117023,15-09-18,30-11-18,105,N,28-02-19,0,
T1810213,33500125,12-09-18,12-10-18,408,N,12-10-18,0,
T1810213,33500125,01-02-19,21-03-19,1902,N,30-04-19,0,
T1810214,33500125,29-08-18,28-02-19,462,N,30-04-19,0,
T1810215,31310023,01-09-18,31-10-18,470,N,31-10-18,0,
T1810215,31310023,01-11-18,30-11-18,470,N,31-01-19,0,
T1810215,31310023,01-02-19,20-03-19,580,N,30-04-19,0,
T1810215,31327140,01-09-18,31-10-18,216,Y,31-10-18,0,
T1810215,31327140,01-02-19,21-03-19,224,Y,21-03-19,0,
T1810216,31310023,01-09-18,31-10-18,700,N,09-02-19,0,
T1810216,31310023,01-02-19,20-03-19,880,N,30-04-19,0,
T1810216,31310023,01-11-18,30-11-18,700,N,31-01-19,0,
T1810216,31327140,01-09-18,31-10-18,660,Y,31-10-18,0,
T1810217,31310023,20-08-18,28-02-19,760,N,25-07-19,0,1
T1810217,31327140,20-08-18,28-02-19,220,Y,25-07-19,0,2
T1810218,33593000,21-01-19,25-03-19,5000,N,31-05-19,0,
T1810219,30060047,29-08-18,28-02-19,101,N,28-02-19,0,
T1810220,30060047,01-09-18,16-10-18,130,N,30-11-18,0,
T1810220,30060047,01-02-19,21-03-19,74,N,21-03-19,0,
T1810221,30060047,01-09-18,16-10-18,200,N,02-04-19,0,
T1810221,30060047,01-02-19,21-03-19,105,N,02-04-19,0,
T1810222,33500344,29-08-18,28-02-19,1098,Y,28-02-19,0,1
T1810223,31320028,29-08-18,24-12-18,211,Y,24-12-18,0,1
T1810224,31320028,29-08-18,24-12-18,113,N,15-11-19,0,1
T1810225,33500605,01-09-18,28-02-19,830,N,20-07-19,0,
T1810226,33500605,01-09-18,28-02-19,830,N,28-02-19,0,
T1810227,33500605,15-09-18,15-11-18,2410,Y,29-06-19,0,
T1810227,33500605,01-02-19,21-03-19,5911,Y,29-06-19,0,
T1810228,33509440,01-02-19,21-03-19,1519,N,21-03-19,0,
T1810229,33509440,01-02-19,21-03-19,1013,N,21-03-19,0,
T1810230,31010131,30-08-18,29-09-18,1536,N,29-09-18,0,
T1810231,30010676,05-09-19,31-10-19,1094,N,10-12-19,0,1
T1810231,30010676,01-02-19,28-02-19,1000,N,10-12-19,0,2
T1810231,30010676,01-05-19,31-05-19,670,N,13-12-19,0,3
T1810231,30010676,01-04-19,29-04-19,1000,N,10-12-19,0,4
T1810231,30010676,01-03-19,30-03-19,1000,N,10-12-19,0,5
T1810232,30986242,01-09-18,31-10-18,244,N,17-01-19,0,
T1810233,33500010,01-09-18,31-05-19,104,N,17-12-19,0,1
T1810233,33500022,01-09-18,31-05-19,104,N,17-12-19,0,2
T1810233,33500034,01-09-18,31-05-19,26,N,17-12-19,0,3
T1810233,33500046,01-09-18,31-05-19,52,N,17-12-19,0,4
T1810233,33500060,01-09-18,31-05-19,104,N,17-12-19,0,5
T1810233,33503795,01-09-18,31-05-19,104,N,17-12-19,0,6
T1810233,33503801,01-09-18,31-05-19,104,N,17-12-19,0,7
T1810233,33503813,01-09-18,31-05-19,104,N,17-12-19,0,8
T1810234,31320340,01-09-18,28-02-19,52,N,28-02-19,0,1
T1810235,30020487,01-09-18,15-12-18,744,N,15-02-19,0,1
T1810235,30020487,16-05-19,31-12-19,416,N,31-12-19,0,2
T1810235,30020487,01-03-19,15-05-19,744,N,15-06-19,0,3
T1810235,30020487,17-12-18,28-02-19,744,N,15-04-19,0,4
T1810235,31990009,31-08-18,30-11-18,136,N,30-11-18,0,5
T1810235,31990009,15-02-19,20-03-19,68,N,20-03-19,0,6
T1810235,31990009,01-04-19,29-06-19,68,N,15-11-19,0,7
T1810235,31990009,01-07-19,30-08-19,67,N,30-09-19,0,8
T1810235,31990009,29-04-19,31-08-19,102,N,30-09-19,0,9
T1810236,31990009,01-05-19,31-07-19,127,N,30-09-19,0,1
T1810236,31990009,01-02-19,30-04-19,127,N,30-04-19,0,2
T1810236,31990009,01-12-18,31-01-19,127,N,31-01-19,0,3
T1810236,31990009,01-09-18,30-11-18,127,N,30-11-18,0,4
T1810236,31990009,01-08-19,31-10-19,152,N,31-10-19,0,5
T1810237,33500782,15-10-18,15-12-18,750,N,15-03-19,0,
T1810237,33500782,17-12-18,15-01-19,750,N,15-03-19,0,
T1810238,33503801,20-09-18,05-11-18,266,N,05-11-18,0,
T1810238,33503801,01-10-18,20-12-18,265,N,20-12-18,0,
T1810239,33503801,20-09-18,20-12-18,354,N,20-12-18,0,
T1810240,30317022,02-01-19,20-02-19,3730,N,25-07-19,0,
T1810241,30037049,10-09-18,10-12-18,16,N,10-12-18,0,
